"initial_alias","converted_alias","name","description","namespace"
"79672","79672","FN3KRP","fructosamine 3 kinase related protein [Source:HGNC Symbol;Acc:HGNC:25700]","ENTREZGENE_ACC"
"7639","7639","ZNF85","zinc finger protein 85 [Source:HGNC Symbol;Acc:HGNC:13160]","ENTREZGENE_ACC"
"1102","1102","RCBTB2","RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]","ENTREZGENE_ACC"
"169044","169044","COL22A1","collagen type XXII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22989]","ENTREZGENE_ACC"
"23065","23065","EMC1","ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:28957]","ENTREZGENE_ACC"
"91782","91782","CHMP7","charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]","ENTREZGENE_ACC"
"55833","55833","UBAP2","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]","ENTREZGENE_ACC"
"23299","23299","BICD2","BICD cargo adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17208]","ENTREZGENE_ACC"
"10956","10956","OS9","OS9 endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994]","ENTREZGENE_ACC"
"7922","7922","SLC39A7","solute carrier family 39 member 7 [Source:HGNC Symbol;Acc:HGNC:4927]","ENTREZGENE_ACC"
"3460","3460","IFNGR2","interferon gamma receptor 2 [Source:HGNC Symbol;Acc:HGNC:5440]","ENTREZGENE_ACC"
"8912","8912","CACNA1H","calcium voltage-gated channel subunit alpha1 H [Source:HGNC Symbol;Acc:HGNC:1395]","ENTREZGENE_ACC"
"23586","23586","DDX58","DExD/H-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:19102]","ENTREZGENE_ACC"
"57121","57121","LPAR5","lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]","ENTREZGENE_ACC"
"7403","7403","KDM6A","lysine demethylase 6A [Source:HGNC Symbol;Acc:HGNC:12637]","ENTREZGENE_ACC"
"94239","94239","H2AZ2","H2A.Z variant histone 2 [Source:HGNC Symbol;Acc:HGNC:20664]","ENTREZGENE_ACC"
"3714","3714","JAG2","jagged canonical Notch ligand 2 [Source:HGNC Symbol;Acc:HGNC:6189]","ENTREZGENE_ACC"
"900","900","CCNG1","cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]","ENTREZGENE_ACC"
"3009","3009","H1-5","H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]","ENTREZGENE_ACC"
"563","563","AZGP1","alpha-2-glycoprotein 1, zinc-binding [Source:HGNC Symbol;Acc:HGNC:910]","ENTREZGENE_ACC"
"10549","10549","PRDX4","peroxiredoxin 4 [Source:HGNC Symbol;Acc:HGNC:17169]","ENTREZGENE_ACC"
"65117","65117","RSRC2","arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]","ENTREZGENE_ACC"
"90204","90204","ZSWIM1","zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155]","ENTREZGENE_ACC"
"9782","9782","MATR3","matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]","ENTREZGENE_ACC"
"9782","9782","MATR3","matrin 3 [Source:NCBI gene (formerly Entrezgene);Acc:9782]","ENTREZGENE_ACC"
"2677","2677","GGCX","gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]","ENTREZGENE_ACC"
"10741","10741","RBBP9","RB binding protein 9, serine hydrolase [Source:HGNC Symbol;Acc:HGNC:9892]","ENTREZGENE_ACC"
"84896","84896","ATAD1","ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]","ENTREZGENE_ACC"
"91351","91351","DDX60L","DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]","ENTREZGENE_ACC"
"221613","221613","H2AC1","H2A clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:18729]","ENTREZGENE_ACC"
"954","954","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364]","ENTREZGENE_ACC"
"201595","201595","STT3B","STT3 oligosaccharyltransferase complex catalytic subunit B [Source:HGNC Symbol;Acc:HGNC:30611]","ENTREZGENE_ACC"
"81553","81553","CYRIA","CYFIP related Rac1 interactor A [Source:HGNC Symbol;Acc:HGNC:25373]","ENTREZGENE_ACC"
"9655","9655","SOCS5","suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]","ENTREZGENE_ACC"
"3020","3020","H3-3A","H3.3 histone A [Source:HGNC Symbol;Acc:HGNC:4764]","ENTREZGENE_ACC"
"5978","5978","REST","RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]","ENTREZGENE_ACC"
"6903","6903","TBCC","tubulin folding cofactor C [Source:HGNC Symbol;Acc:HGNC:11580]","ENTREZGENE_ACC"
"9675","9675","TTI1","TELO2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29029]","ENTREZGENE_ACC"
"321","321","APBA2","amyloid beta precursor protein binding family A member 2 [Source:HGNC Symbol;Acc:HGNC:579]","ENTREZGENE_ACC"
"9939","9939","RBM8A","RNA binding motif protein 8A [Source:HGNC Symbol;Acc:HGNC:9905]","ENTREZGENE_ACC"
"81611","81611","ANP32E","acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]","ENTREZGENE_ACC"
"8495","8495","PPFIBP2","PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]","ENTREZGENE_ACC"
"25824","25824","PRDX5","peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]","ENTREZGENE_ACC"
"23398","23398","PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]","ENTREZGENE_ACC"
"1456","1456","CSNK1G3","casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]","ENTREZGENE_ACC"
"256691","256691","MAMDC2","MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]","ENTREZGENE_ACC"
"64430","64430","PCNX4","pecanex 4 [Source:HGNC Symbol;Acc:HGNC:20349]","ENTREZGENE_ACC"
"8362","8362","H4C12","H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]","ENTREZGENE_ACC"
"64146","64146","PDF","peptide deformylase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30012]","ENTREZGENE_ACC"
"5707","5707","PSMD1","proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]","ENTREZGENE_ACC"
"10015","10015","PDCD6IP","programmed cell death 6 interacting protein [Source:HGNC Symbol;Acc:HGNC:8766]","ENTREZGENE_ACC"
"203054","203054","ADCK5","aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]","ENTREZGENE_ACC"
"109","109","ADCY3","adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]","ENTREZGENE_ACC"
"8714","8714","ABCC3","ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]","ENTREZGENE_ACC"
"5116","5116","PCNT","pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]","ENTREZGENE_ACC"
"9709","9709","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]","ENTREZGENE_ACC"
"79058","79058","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]","ENTREZGENE_ACC"
"30968","30968","STOML2","stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]","ENTREZGENE_ACC"
"201161","201161","CENPV","centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]","ENTREZGENE_ACC"
"151194","151194","METTL21A","methyltransferase like 21A [Source:HGNC Symbol;Acc:HGNC:30476]","ENTREZGENE_ACC"
"9786","9786","KIAA0586","KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]","ENTREZGENE_ACC"
"1385","1385","CREB1","cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]","ENTREZGENE_ACC"
"144404","144404","TMEM120B","transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]","ENTREZGENE_ACC"
"1994","1994","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE_ACC"
"26005","26005","C2CD3","C2 domain containing 3 centriole elongation regulator [Source:HGNC Symbol;Acc:HGNC:24564]","ENTREZGENE_ACC"
"961","961","CD47","CD47 molecule [Source:HGNC Symbol;Acc:HGNC:1682]","ENTREZGENE_ACC"
"221496","221496","LEMD2","LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244]","ENTREZGENE_ACC"
"8027","8027","STAM","signal transducing adaptor molecule [Source:HGNC Symbol;Acc:HGNC:11357]","ENTREZGENE_ACC"
"57488","57488","ESYT2","extended synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:22211]","ENTREZGENE_ACC"
"51655","51655","RASD1","ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]","ENTREZGENE_ACC"
"987","987","LRBA","LPS responsive beige-like anchor protein [Source:HGNC Symbol;Acc:HGNC:1742]","ENTREZGENE_ACC"
"4191","4191","MDH2","malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]","ENTREZGENE_ACC"
"80271","80271","ITPKC","inositol-trisphosphate 3-kinase C [Source:HGNC Symbol;Acc:HGNC:14897]","ENTREZGENE_ACC"
"56829","56829","ZC3HAV1","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]","ENTREZGENE_ACC"
"6234","6234","RPS28","ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]","ENTREZGENE_ACC"
"6522","6522","SLC4A2","solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028]","ENTREZGENE_ACC"
"2992","2992","GYG1","glycogenin 1 [Source:HGNC Symbol;Acc:HGNC:4699]","ENTREZGENE_ACC"
"23649","23649","POLA2","DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]","ENTREZGENE_ACC"
"63932","63932","STEEP1","STING1 ER exit protein 1 [Source:HGNC Symbol;Acc:HGNC:26239]","ENTREZGENE_ACC"
"51434","51434","ANAPC7","anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]","ENTREZGENE_ACC"
"196441","196441","ZFC3H1","zinc finger C3H1-type containing [Source:HGNC Symbol;Acc:HGNC:28328]","ENTREZGENE_ACC"
"10987","10987","COPS5","COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]","ENTREZGENE_ACC"
"148867","148867","SLC30A7","solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]","ENTREZGENE_ACC"
"23313","23313","KIAA0930","KIAA0930 [Source:HGNC Symbol;Acc:HGNC:1314]","ENTREZGENE_ACC"
"51108","51108","METTL9","methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]","ENTREZGENE_ACC"
"145483","145483","FAM161B","FAM161 centrosomal protein B [Source:HGNC Symbol;Acc:HGNC:19854]","ENTREZGENE_ACC"
"93974","93974","ATP5IF1","ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]","ENTREZGENE_ACC"
"7461","7461","CLIP2","CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]","ENTREZGENE_ACC"
"54985","54985","HCFC1R1","host cell factor C1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:21198]","ENTREZGENE_ACC"
"84266","84266","ALKBH7","alkB homolog 7 [Source:HGNC Symbol;Acc:HGNC:21306]","ENTREZGENE_ACC"
"1269","1269","CNR2","cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]","ENTREZGENE_ACC"
"57171","57171","DOLPP1","dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565]","ENTREZGENE_ACC"
"81669","81669","CCNL2","cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]","ENTREZGENE_ACC"
"55163","55163","PNPO","pyridoxamine 5'-phosphate oxidase [Source:HGNC Symbol;Acc:HGNC:30260]","ENTREZGENE_ACC"
"5910","5910","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]","ENTREZGENE_ACC"
"833","833","CARS1","cysteinyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:1493]","ENTREZGENE_ACC"
"90326","90326","THAP3","THAP domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20855]","ENTREZGENE_ACC"
"57136","57136","APMAP","adipocyte plasma membrane associated protein [Source:HGNC Symbol;Acc:HGNC:13238]","ENTREZGENE_ACC"
"55749","55749","CCAR1","cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]","ENTREZGENE_ACC"
"10570","10570","DPYSL4","dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]","ENTREZGENE_ACC"
"8906","8906","AP1G2","adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556]","ENTREZGENE_ACC"
"116159","116159","CYYR1","cysteine and tyrosine rich 1 [Source:HGNC Symbol;Acc:HGNC:16274]","ENTREZGENE_ACC"
"7167","7167","TPI1","triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]","ENTREZGENE_ACC"
"376940","376940","ZC3H6","zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762]","ENTREZGENE_ACC"
"51074","51074","APIP","APAF1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17581]","ENTREZGENE_ACC"
"1719","1719","DHFR","dihydrofolate reductase [Source:HGNC Symbol;Acc:HGNC:2861]","ENTREZGENE_ACC"
"23659","23659","PLA2G15","phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]","ENTREZGENE_ACC"
"9201","9201","DCLK1","doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700]","ENTREZGENE_ACC"
"64857","64857","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]","ENTREZGENE_ACC"
"5993","5993","RFX5","regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]","ENTREZGENE_ACC"
"201627","201627","DENND6A","DENN domain containing 6A [Source:HGNC Symbol;Acc:HGNC:26635]","ENTREZGENE_ACC"
"258010","258010","SVIP","small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]","ENTREZGENE_ACC"
"5570","5570","PKIB","cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]","ENTREZGENE_ACC"
"8382","8382","NME5","NME/NM23 family member 5 [Source:HGNC Symbol;Acc:HGNC:7853]","ENTREZGENE_ACC"
"5566","5566","PRKACA","protein kinase cAMP-activated catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9380]","ENTREZGENE_ACC"
"6990","6990","DYNLT3","dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694]","ENTREZGENE_ACC"
"4257","4257","MGST1","microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]","ENTREZGENE_ACC"
"10379","10379","IRF9","interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]","ENTREZGENE_ACC"
"7862","7862","BRPF1","bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]","ENTREZGENE_ACC"
"5987","5987","TRIM27","tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]","ENTREZGENE_ACC"
"153478","153478","PLEKHG4B","pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]","ENTREZGENE_ACC"
"122769","122769","LRR1","leucine rich repeat protein 1 [Source:HGNC Symbol;Acc:HGNC:19742]","ENTREZGENE_ACC"
"55432","55432","YOD1","YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]","ENTREZGENE_ACC"
"158405","158405","KIAA1958","KIAA1958 [Source:HGNC Symbol;Acc:HGNC:23427]","ENTREZGENE_ACC"
"8318","8318","CDC45","cell division cycle 45 [Source:HGNC Symbol;Acc:HGNC:1739]","ENTREZGENE_ACC"
"8562","8562","DENR","density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]","ENTREZGENE_ACC"
"79918","79918","SETD6","SET domain containing 6, protein lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:26116]","ENTREZGENE_ACC"
"204","204","AK2","adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]","ENTREZGENE_ACC"
"5422","5422","POLA1","DNA polymerase alpha 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9173]","ENTREZGENE_ACC"
"7629","7629","ZNF76","zinc finger protein 76 [Source:HGNC Symbol;Acc:HGNC:13149]","ENTREZGENE_ACC"
"23211","23211","ZC3H4","zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]","ENTREZGENE_ACC"
"116113","116113","FOXP4","forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]","ENTREZGENE_ACC"
"51115","51115","RMDN1","regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]","ENTREZGENE_ACC"
"4298","4298","MLLT1","MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]","ENTREZGENE_ACC"
"9733","9733","SART3","spliceosome associated factor 3, U4/U6 recycling protein [Source:HGNC Symbol;Acc:HGNC:16860]","ENTREZGENE_ACC"
"7272","7272","TTK","TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]","ENTREZGENE_ACC"
"203259","203259","FAM219A","family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920]","ENTREZGENE_ACC"
"92521","92521","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]","ENTREZGENE_ACC"
"56655","56655","POLE4","DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]","ENTREZGENE_ACC"
"54843","54843","SYTL2","synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]","ENTREZGENE_ACC"
"293","293","SLC25A6","solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]","ENTREZGENE_ACC"
"89932","89932","PAPLN","papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]","ENTREZGENE_ACC"
"26205","26205","GMEB2","glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4371]","ENTREZGENE_ACC"
"11319","11319","ECD","ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029]","ENTREZGENE_ACC"
"56996","56996","SLC12A9","solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435]","ENTREZGENE_ACC"
"84301","84301","DDI2","DNA damage inducible 1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:24578]","ENTREZGENE_ACC"
"11311","11311","VPS45","vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]","ENTREZGENE_ACC"
"64089","64089","SNX16","sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]","ENTREZGENE_ACC"
"84878","84878","ZBTB45","zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]","ENTREZGENE_ACC"
"54536","54536","EXOC6","exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]","ENTREZGENE_ACC"
"161823","161823","ADAL","adenosine deaminase like [Source:HGNC Symbol;Acc:HGNC:31853]","ENTREZGENE_ACC"
"5170","5170","PDPK1","3-phosphoinositide dependent protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:8816]","ENTREZGENE_ACC"
"11062","11062","DUS4L","dihydrouridine synthase 4 like [Source:HGNC Symbol;Acc:HGNC:21517]","ENTREZGENE_ACC"
"80153","80153","EDC3","enhancer of mRNA decapping 3 [Source:HGNC Symbol;Acc:HGNC:26114]","ENTREZGENE_ACC"
"525","525","ATP6V1B1","ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]","ENTREZGENE_ACC"
"22870","22870","PPP6R1","protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195]","ENTREZGENE_ACC"
"4714","4714","NDUFB8","NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]","ENTREZGENE_ACC"
"55311","55311","ZNF444","zinc finger protein 444 [Source:HGNC Symbol;Acc:HGNC:16052]","ENTREZGENE_ACC"
"599","599","BCL2L2","BCL2 like 2 [Source:HGNC Symbol;Acc:HGNC:995]","ENTREZGENE_ACC"
"5253","5253","PHF2","PHD finger protein 2 [Source:HGNC Symbol;Acc:HGNC:8920]","ENTREZGENE_ACC"
"6342","6342","SCP2","sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]","ENTREZGENE_ACC"
"2734","2734","GLG1","golgi glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:4316]","ENTREZGENE_ACC"
"55755","55755","CDK5RAP2","CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]","ENTREZGENE_ACC"
"9748","9748","SLK","STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]","ENTREZGENE_ACC"
"10300","10300","KATNB1","katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217]","ENTREZGENE_ACC"
"1639","1639","DCTN1","dynactin subunit 1 [Source:HGNC Symbol;Acc:HGNC:2711]","ENTREZGENE_ACC"
"57620","57620","STIM2","stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]","ENTREZGENE_ACC"
"26035","26035","GLCE","glucuronic acid epimerase [Source:HGNC Symbol;Acc:HGNC:17855]","ENTREZGENE_ACC"
"1915","1915","EEF1A1","eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]","ENTREZGENE_ACC"
"8175","8175","SF3A2","splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766]","ENTREZGENE_ACC"
"90333","90333","ZNF468","zinc finger protein 468 [Source:HGNC Symbol;Acc:HGNC:33105]","ENTREZGENE_ACC"
"80183","80183","RUBCNL","rubicon like autophagy enhancer [Source:HGNC Symbol;Acc:HGNC:20420]","ENTREZGENE_ACC"
"6125","6125","RPL5","ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]","ENTREZGENE_ACC"
"6880","6880","TAF9","TATA-box binding protein associated factor 9 [Source:HGNC Symbol;Acc:HGNC:11542]","ENTREZGENE_ACC"
"55190","55190","NUDT11","nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]","ENTREZGENE_ACC"
"5607","5607","MAP2K5","mitogen-activated protein kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6845]","ENTREZGENE_ACC"
"2049","2049","EPHB3","EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]","ENTREZGENE_ACC"
"2134","2134","EXTL1","exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]","ENTREZGENE_ACC"
"79669","79669","C3orf52","chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]","ENTREZGENE_ACC"
"7767","7767","ZNF224","zinc finger protein 224 [Source:HGNC Symbol;Acc:HGNC:13017]","ENTREZGENE_ACC"
"8505","8505","PARG","poly(ADP-ribose) glycohydrolase [Source:HGNC Symbol;Acc:HGNC:8605]","ENTREZGENE_ACC"
"1937","1937","EEF1G","eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:HGNC:3213]","ENTREZGENE_ACC"
"126526","126526","C19orf47","chromosome 19 open reading frame 47 [Source:HGNC Symbol;Acc:HGNC:26723]","ENTREZGENE_ACC"
"10767","10767","HBS1L","HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]","ENTREZGENE_ACC"
"10250","10250","SRRM1","serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]","ENTREZGENE_ACC"
"10844","10844","TUBGCP2","tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]","ENTREZGENE_ACC"
"56945","56945","MRPS22","mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]","ENTREZGENE_ACC"
"4782","4782","NFIC","nuclear factor I C [Source:HGNC Symbol;Acc:HGNC:7786]","ENTREZGENE_ACC"
"56052","56052","ALG1","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:18294]","ENTREZGENE_ACC"
"54902","54902","TTC19","tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]","ENTREZGENE_ACC"
"63894","63894","VIPAS39","VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:HGNC:20347]","ENTREZGENE_ACC"
"79666","79666","PLEKHF2","pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]","ENTREZGENE_ACC"
"54510","54510","PCDH18","protocadherin 18 [Source:HGNC Symbol;Acc:HGNC:14268]","ENTREZGENE_ACC"
"81563","81563","C1orf21","chromosome 1 open reading frame 21 [Source:HGNC Symbol;Acc:HGNC:15494]","ENTREZGENE_ACC"
"64645","64645","MFSD14A","major facilitator superfamily domain containing 14A [Source:HGNC Symbol;Acc:HGNC:23363]","ENTREZGENE_ACC"
"988","988","CDC5L","cell division cycle 5 like [Source:HGNC Symbol;Acc:HGNC:1743]","ENTREZGENE_ACC"
